Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Brice Turang","MIL","Walker Buehler","SD","1","1.000","1.00","2.00","3.00","0","0","1","0","1","1","3","0.0","1.000","1"
"Corey Seager","TEX","Ryan Johnson","LAA","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Lars Nootbaar","ARI","Tomoyuki Sugano","COL","3","0.667","1.00","1.00","1.67","1","0","0","1","1","2","5","33.3","0.667","0"
"A.J. Ewing","NYM","Martin Perez","ATL","5","0.600","1.00","0.60","1.20","2","0","0","1","1","1","6","40.0","0.600","0"
"Gavin Sheets","SD","Kyle Harrison","MIL","5","0.600","0.60","0.40","1.00","2","0","1","0","1","4","5","0.0","0.600","0"
"Teoscar Hernandez","LAD","Michael Wacha","KC","11","0.545","0.57","0.64","1.18","3","1","0","2","3","6","13","18.2","0.583","1"
"Freddie Freeman","LAD","Michael Wacha","KC","15","0.533","0.58","0.27","0.80","6","1","0","1","2","3","12","13.3","0.650","5"
"Joe Mack","MIA","Paul Skenes","PIT","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Christian Encarnacion-Strand","BAL","Bailey Ober","MIN","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"James Outman","DET","Tanner Bibee","CLE","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"Ivan Herrera","STL","Cristopher Sanchez","PHI","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.667","1"
"Bryan Reynolds","PIT","Eury Perez","MIA","2","0.500","0.50","1.00","1.50","0","0","1","0","1","3","3","0.0","0.500","0"
"Jake Rogers","BOS","Dylan Cease","TOR","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Andrew Benintendi","CWS","Nick Lodolo","CIN","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Jake Bauers","MIL","Walker Buehler","SD","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Brett Baty","NYM","Martin Perez","ATL","4","0.500","0.50","0.25","0.75","1","1","0","0","1","0","3","0.0","0.600","0"
"Pete Alonso","BAL","Bailey Ober","MIN","4","0.500","0.50","0.75","1.25","1","0","0","1","1","1","5","25.0","0.600","1"
"Jose Tena","WSH","Shota Imanaga","CHC","6","0.500","0.60","0.17","0.67","2","1","0","0","1","2","4","16.7","0.500","0"
"Ketel Marte","ARI","Tomoyuki Sugano","COL","6","0.500","0.50","0.33","0.83","1","2","0","0","2","0","5","0.0","0.500","0"
"Luis Arraez","PHI","Andre Pallante","STL","8","0.500","0.50","0.13","0.63","3","1","0","0","1","0","5","0.0","0.500","0"
"Bo Bichette","NYM","Martin Perez","ATL","15","0.467","0.50","0.13","0.60","5","2","0","0","2","1","9","6.7","0.500","1"
"Kyle Schwarber","PHI","Andre Pallante","STL","9","0.444","0.38","0.44","0.89","2","1","0","1","2","2","8","11.1","0.400","0"
"Francisco Lindor","NYM","Martin Perez","ATL","25","0.440","0.43","0.24","0.68","8","1","1","1","3","4","17","4.0","0.533","5"
"Corbin Carroll","ARI","Tomoyuki Sugano","COL","5","0.400","0.50","0.20","0.60","1","1","0","0","1","1","3","20.0","0.500","1"
"Bryan De La Cruz","PHI","Andre Pallante","STL","5","0.400","0.50","0.20","0.60","1","1","0","0","1","0","3","20.0","0.400","0"
"Jake Cronenworth","SD","Kyle Harrison","MIL","5","0.400","0.50","0.20","0.60","1","1","0","0","1","0","3","20.0","0.400","0"
"Enrique Hernandez","LAD","Michael Wacha","KC","20","0.400","0.54","0.20","0.60","6","1","0","1","2","5","12","30.0","0.400","0"
"Luis Robert","NYM","Martin Perez","ATL","13","0.385","0.42","0.08","0.46","4","1","0","0","1","1","6","7.7","0.467","1"
"Gleyber Torres","DET","Tanner Bibee","CLE","20","0.350","0.39","0.10","0.45","5","2","0","0","2","0","9","10.0","0.409","2"
"Jackson Merrill","SD","Kyle Harrison","MIL","3","0.333","0.50","0.33","0.67","0","1","0","0","1","1","2","33.3","0.333","0"
"Angel Martinez","CLE","Drew Anderson","DET","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Heriberto Hernandez","MIA","Paul Skenes","PIT","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","66.7","0.333","0"
"Kazuma Okamoto","TOR","Patrick Sandoval","BOS","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Ronald Acuna Jr.","ATL","Nolan McLean","NYM","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"JJ Bleday","CIN","Sean Burke","CWS","6","0.333","0.33","0.33","0.67","0","2","0","0","2","0","4","0.0","0.500","2"
"Heliot Ramos","NYY","Bryan Woo","SEA","9","0.333","0.33","0.33","0.67","2","0","0","1","1","3","6","22.2","0.333","0"
