Matchup,TB @ TEX
Pitcher,Trevor Williams
Pitcher Team,TEX
Opposing Team,TB
Source,SyntheticGapFill

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,4.1,17,0.200,0.238,0.200,-,0.92,0,-,5.9%,19.6%,29.4%,14.3%,11.5%,10.38,76.5%,2.6%,-,20.0%,30.0%,-,10.0%
vsLHB,2.1,9,0.333,0.293,0.333,-,1.29,0,-,-,17.9%,22.2%,9.5%,10.9%,7.71,66.7%,2.2%,-,14.3%,42.9%,-,14.3%
vsRHB,2.0,8,-,0.176,-,-,0.50,0,-,12.5%,22.2%,37.5%,21.4%,12.5%,13.50,87.5%,3.1%,-,33.3%,-,-,-

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Yandy Diaz RHB,,N/A,17,4.60,8,1,2,89.9,319.6,4,2,25.0%,-,-,37.5%,37.5%,73.0,55.6%,55.6%,33.3%,100.0%,50.0%,25.0%,50.0%,25.0%,37.5%,-,50.0%,50.0%,0.0%
Jonny DeLuca RHB,—,N/A,18,3.80,8,1,1,79.9,172.9,1,0,-,-,25.0%,12.5%,-,74.0,22.2%,33.3%,11.1%,90.0%,25.0%,12.5%,100.0%,12.5%,25.0%,25.0%,50.0%,25.0%,50.0%
Jonathan Aranda LHB,,N/A,40,4.20,8,0,0,95.1,289.9,4,2,-,-,-,62.5%,62.5%,71.1,23.5%,35.3%,17.6%,100.0%,62.5%,12.5%,0.0%,50.0%,25.0%,25.0%,25.0%,50.0%,42.9%
Ryan Vilade RHB,—,N/A,18,2.60,8,0,0,85.0,201.6,0,0,-,-,12.5%,12.5%,25.0%,77.5,100.0%,50.0%,16.7%,66.7%,25.0%,-,-,25.0%,75.0%,37.5%,62.5%,-,57.1%
Jorge Mateo RHB,—,N/A,27,3.60,8,0,0,87.8,238.2,3,0,-,-,12.5%,37.5%,50.0%,73.6,40.0%,50.0%,10.0%,100.0%,50.0%,-,-,50.0%,37.5%,37.5%,25.0%,37.5%,28.6%
Cedric Mullins LHB,,N/A,27,3.00,8,0,0,87.8,298.0,3,1,12.5%,-,-,37.5%,12.5%,72.4,28.6%,21.4%,14.3%,93.3%,62.5%,50.0%,0.0%,12.5%,37.5%,37.5%,37.5%,25.0%,28.6%
Taylor Walls SHB,,N/A,16,4.00,8,0,1,84.1,230.1,2,1,-,-,50.0%,37.5%,37.5%,71.1,14.3%,71.4%,14.3%,87.5%,62.5%,37.5%,0.0%,25.0%,-,62.5%,25.0%,12.5%,37.5%
Nick Fortes RHB,—,N/A,10,3.20,8,0,0,87.1,246.1,2,1,-,-,37.5%,25.0%,50.0%,72.1,20.0%,50.0%,20.0%,100.0%,50.0%,-,-,50.0%,37.5%,75.0%,25.0%,-,83.3%
Richie Palacios LHB,,N/A,18,3.80,8,0,0,87.2,196.4,1,0,-,-,12.5%,12.5%,12.5%,67.7,6.7%,33.3%,6.7%,93.8%,25.0%,12.5%,0.0%,12.5%,62.5%,37.5%,62.5%,-,37.5%
Liam Hicks LHB,,N/A,33,3.20,8,0,1,84.7,214.5,1,0,-,-,12.5%,12.5%,62.5%,70.7,-,44.4%,11.1%,90.0%,75.0%,37.5%,0.0%,37.5%,12.5%,12.5%,62.5%,25.0%,37.5%
Victor Mesa Jr. LHB,,N/A,34,2.20,8,0,0,81.3,263.8,1,0,-,-,12.5%,25.0%,12.5%,75.1,36.4%,36.4%,-,84.6%,75.0%,62.5%,0.0%,12.5%,-,12.5%,50.0%,37.5%,50.0%
Junior Caminero RHB,,N/A,33,4.40,8,0,0,92.6,228.3,0,0,-,-,-,50.0%,12.5%,80.7,77.8%,44.4%,33.3%,81.8%,25.0%,12.5%,0.0%,12.5%,62.5%,50.0%,37.5%,12.5%,60.0%
Chandler Simpson LHB,,N/A,6,4.20,8,0,0,83.5,249.4,0,0,-,-,-,-,12.5%,65.6,-,50.0%,-,100.0%,50.0%,37.5%,0.0%,12.5%,50.0%,12.5%,50.0%,37.5%,0.0%
Kenny Piper RHB,—,N/A,1,2.50,1,0,0,69.1,-,0,0,-,-,-,-,-,71.3,-,-,-,100.0%,-,-,-,-,100.0%,100.0%,-,-,100.0%
